created_by,name,tourism,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,brand,contact:facebook,email,fax,internet_access,operator,phone,rooms,smoking,stars,website,wheelchair,wikidata,brand:wikidata,brand:wikipedia,fhrs:id,internet_access:fee,internet_access:operator,internet_access:ssid,name:zh,source,source:addr,amenity,addr:country,contact:twitter,payment:american_express,addr:housename,fhrs:local_authority_id,fhrs:confidence_management,fhrs:hygiene,fhrs:rating,fhrs:structural,source:postcode,check_date,old_name,fhrs:authority,contact:email,contact:fax,contact:phone,contact:website,name:full,addr:place,addr:interpolation,toilets:wheelchair,contact:instagram,contact:linkedin,air_conditioning,postal_code,entrance,cuisine,restaurant,payment:lightning,fhrs:note,name:ja,addr:suburb,alt_name,url,building,start_date,fixme,opening_hours,name:botanical,note,name:en,access,description,historic,level,loc_name,addr:floor,branch,wheelchair:description,not:addr:postcode,material,wikipedia,operator:wikidata,contact:pinterest,ref,pets_allowed,official_name,source:addr:postcode,fhrs:name,dog,old_fhrs:id,toilets,checkfirst:suggested:name,payment:credit_cards,payment:diners_club,payment:discover_card,payment:mastercard,payment:visa,source:name,parking,bar,addr:county,survey:date,note:addr:postcode,nodes,building:levels,building:levels:underground,architect,owner,atm,building:material,roof:levels,building:colour,roof:colour,roof:material,roof:shape,name:ko,building:min_level,contact:youtube,building:use,reservation,name:es,layer,levels,name:fa,addr:hamlet,old_name:1906-2013,name:pl,source:building,fhrs:inspectiondate,contact:google_plus,check_date:internet_access,designation,stairs,payment:cash,old_operator,short_name,twitter,addr:unit,source:building:levels,source:addr:housenumber,source:operator,building:architecture,building:cladding,image,dontimport:fhrs:addrline3,name:el,accommodation,food,outdoor_seating,listed_status,ref:GB:uprn,hotel,landuse,was:amenity,payment:cheque,payment:maestro,payment:visa_electron,brewery,opening_hours:kitchen,source:rooms,roof:orientation,wheelchair:description:en,opening_date,breakfast,toilets:access,building:part,facebook,instagram,guest_house,payment:contactless,construction,not:brand:wikidata,swimming_pool,beer_garden,height,ways,type,contact:vk,building:start_date
,St Giles Hotel,hotel,POINT (-0.1304949 51.5174483),,,,,,,,,,St Giles Hotels,,,,,http://www.stgiles.com/london-hotels/stgiles-london-hotel/home/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saint Georges Hotel,hotel,POINT (-0.1424175 51.5178202),,,,,,,,,,,,,,,,limited,Q7401310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Megaro Hotel,hotel,POINT (-0.1239797 51.5297301),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bickley Manor Hotel and Restaurant,hotel,POINT (0.0591447 51.3968319),,,BR1 2LW,,,,,,,,,,,,,,,,,357555,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Howard Winchester,hotel,POINT (-0.1219027 51.5293476),London,9,WC1H 8AS,Argyle Square,,,,,,,,,,,,,,,,424031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC1H 8AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,European Hotel,hotel,POINT (-0.1218055 51.5292504),London,11-15,WC1H 8AS,Argyle Square,,,,,,,,,,,,,,,,424032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC1H 8AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Montana,hotel,POINT (-0.1215913 51.5290388),London,16-17,WC1H 8AS,Argyle Square,,,,,,,,,,,,,,,,426367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC1H 8AS,,,,,Has 16-18 as address in FHRS data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elmwood Hotel,hotel,POINT (-0.1214553 51.5289068),,19-20,,Argyle Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC1H 8AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Travelodge,hotel,POINT (-0.1203379 51.5300868),LONDON,362,WC1X 8BH,Gray's Inn Road,Travelodge,,,,wlan,,,,,,,,,Q9361374,en:Travelodge UK,425090,customers,,Travelodge WiFi,,,,,,,,,47304,,,,,,,,Camden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carlton Hotel,hotel,POINT (-0.1222049 51.530409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,カールトンホテル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rough Luxe,hotel,POINT (-0.1221277 51.5303289),,,,,,,,,,,,,,,,,,,,,,,,,Walking papers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carlisle Hotel,hotel,POINT (-0.1218616 51.5300565),London,,WC1H 8BA,Birkenhead Street,,,,,,,,,,,,,,,,424482,,,,,Walking papers,FHRS Open Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clifton Hotel,hotel,POINT (-0.1216299 51.529907),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Royal National Hotel,hotel,POINT (-0.1272337 51.5234731),London,35-81,WC1H 0DG,Bedford Way,,,,,wlan,,+44 20 7637 2488,,,,https://www.royalnationalhoteluk.com,yes,Q22101989,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lonsdale Hotel,hotel,POINT (-0.1240489 51.5202064),London,10,,Bedford Place,,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Lancaster,hotel,POINT (-0.1237817 51.5199748),London,6,,Bedford Place,,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kadimah,hotel,POINT (-0.0706834 51.57297),London,146,E5 9AG,Clapton Common,,,,,,,,,,,,,,,,1055183,,,,,,,,,,,Kadimah Hotel,189512,,,,,,,,,,,,,,,,,,,,,,,,,,,Hackney,Park Avenue Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cloudesley House,hotel,POINT (-0.0963959 51.5700523),,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Redland Hotel,hotel,POINT (-0.0964787 51.569996),London,418,N4 2LX,Seven Sisters Road,,,,,,,+44 20 8800 1826,,,,,,,,,469246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kent Hall,hotel,POINT (-0.0966468 51.5698537),London,414,N4 2LX,Seven Sisters Road,,,,,,,+44 20 8802 0800,,,,,,,,,606419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lanark Hotel,hotel,POINT (-0.1004792 51.5669539),London Borough of Hackney,346,N4 2PG,Seven Sisters Road,,,,,,,+44 20 8800 7625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,London Marriott Hotel County Hall,hotel,POINT (-0.1188586 51.501709),London,,SE1 7PB,Westminster Bridge Road,,,,,,,,,,,,limited,Q6772978,,,483079,,,,,,FHRS Open Data,,,,,County Hall Riverside Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Pack & Carriage London,hotel,POINT (-0.1355999 51.5319633),,162,,Eversholt Street,,,,,,,,,,,http://www.elixirbar.co.uk,,,,,,,,,,,,,,,,,,,,,,,,Elixir Bar,,,,,,,,,,,,,NW1 1BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Station Hotel,hotel,POINT (-0.1413006 51.4950123),,280,SW1V 1BB,Vauxhall Bridge Road,,,,,,,,,,,,,,,,413524,,,,,,FHRS Open Data,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.victoriastationhotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hilton London Green Park,hotel,POINT (-0.1456241 51.5064449),London,,W1J 7BN,Half Moon Street,Hilton,,reservations.greenpark@hilton.com,,,Hilton,+44 20 7629 7522,163,no,4,https://www3.hilton.com/en/hotels/united-kingdom/hilton-london-green-park-LONGPTW/index.html?WT.mc_id=zELWAKN0EMEA1HI2DMH3LocalSearch4DGGenericx6LONGPTW,yes,,Q598884,en:Hilton Hotels & Resorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,London City Hotel,hotel,POINT (-0.0936329 51.5011089),,200,,Borough High Street,,,,,,,+44 20 7378 0415,,,,http://www.london-city-hotel.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE1 1JX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,York & Albany,hotel,POINT (-0.1464514 51.5360898),,127-129,,Parkway,,,,,,,,,,,https://www.gordonramsay.com/yorkandalbanyhotel,,Q27086781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW1 7PS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lancaster Lodge,hotel,POINT (-0.4714028 51.5344478),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Premier Inn London Victoria,hotel,POINT (-0.143082 51.492934),London,82-83,SW1V 1PS,Eccleston Square,Premier Inn,,,,wlan,,+44 870 423 6494,,,,https://www.premierinn.com/gb/en/hotels/england/greater-london/london/london-victoria.html,yes,,Q2108626,en:Premier Inn,411116,customers,Virgin Media,Premier Inn Free Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Radisson Edwardian,hotel,POINT (-0.127063 51.514283),,,,,,,,,,,,,,,,,,,,,,,,伦敦美世街丽笙布鲁酒店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Seven Dials Hotel,hotel,POINT (-0.126725 51.51481),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-27,,,,,,http://www.sevendialshotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Rose Hotel,hotel,POINT (-0.0749772 51.5535291),London,69-71,N16 8AD,Stoke Newington Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Beauchamp,hotel,POINT (-0.1248357 51.5203735),London,24-27,WC1B 5JH,Bedford Place,,,,,,,+44 20 7016 2540,,,4,https://www.grangehotels.com/hotels-london/grange-beauchamp-hotel,,,,,,,,,,,,,,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Buckingham,hotel,POINT (-0.1239586 51.5196094),London,39,,Bedford Place,,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Portland,hotel,POINT (-0.1241296 51.5202734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Portland,hotel,POINT (-0.124404 51.5200069),London,31,,Bedford Place,,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Penn Club,hotel,POINT (-0.1250999 51.5206073),London,21,,Bedford Place,,,,,,,,,,,,,,,,,,,,,,,,GB,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Premier Inn,hotel,POINT (-0.0791295 51.4995182),London,159,SE1 3LP,Tower Bridge Road,Premier Inn,,,,wlan,,,,,,,,,Q2108626,en:Premier Inn,,customers,Virgin Media,Premier Inn Free Wi-Fi,,,,,GB,,,,,,,,,,,,,,,+44 333 321 1275,http://www.premierinn.com/en/hotel/LONTOW/london-tower-bridge,,,,,,,,SE1 3LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Chamberlain,hotel,POINT (-0.0756938 51.5121008),London,130-135,EC3N 1NU,Minories,,,,,,Fuller's,,,,,http://www.fullershotels.com/rte.asp?id=13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lime Tree Hotel,hotel,POINT (-0.1499873 51.4933492),London,135-137,SW1W 9QU,Ebury Street,,,,,,,,,,,,,,,,412110,,,,,,,,,,,,00666/0135/0/000,0,0,5,5,FSA Food Hygiene Ratings Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cherry Court Hotel,hotel,POINT (-0.1451133 51.4924816),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Club Quarters,hotel,POINT (-0.0849374 51.5127056),London,7,EC3V 0DR,Gracechurch Street,,,,,,,+44 20 7666 1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.clubquarters.com/loc_londonGracechurch.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carr-Saunders Hall,hotel,POINT (-0.1382046 51.5220169),,,,,,,,,,London School of Economics and Political Science (LSE),,,,1,http://www.lsevacations.co.uk/Accommodation/Carr-Saunders/Carr-Saunders.aspx#sthash.RVeR9MCM.dpbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only open for 5-6 weeks in Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Holtwhites Hotel,hotel,POINT (-0.0878588 51.6596512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Euro Lodge Clapham,hotel,POINT (-0.1454482 51.4546813),,89,,Clapham South Side Road,,,,,wlan,Eurohotels Group,,,,,www.eurohotelgroup.co.uk,yes,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,+44 20 8772 1234,,,,,,,,,SW4 9DJ,,,,,,,,,,,,,,Lynette Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Travelodge,hotel,POINT (-0.3878939 51.4883729),,,,,Travelodge,,,,,,,,,,,,,Q9361374,en:Travelodge UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apex City of London,hotel,POINT (-0.0793762 51.5105583),London,1,EC3N 4AX,Seething Lane,Apex Hotels,,london.reservations@apexhotels.co.uk,,,,+44 20 7702 2020,,,,https://www.apexhotels.co.uk/destinations/london/apex-city-of-london-hotel/,,,Q4779426,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Think London Bridge,hotel,POINT (-0.0837471 51.4986958),,,,,,,,,,,,,,,http://www.think-apartments.com/locations/think-london-bridge/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blooms Town House Hotel,hotel,POINT (-0.126145 51.520142),,7,,Montague Street,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hyatt Place London Heathrow Airport,hotel,POINT (-0.4681394 51.4818834),,,,Bath Road,Hyatt Place,,,,wlan,,+44 20 8759 7777,341,,4,https://www.hyatt.com/en-US/hotel/england-united-kingdom/hyatt-place-london-heathrow-airport/lhrza,,,Q72629292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comfort Inn Kings Cross,hotel,POINT (-0.1212142 51.5300637),London,2-5,WC1H 8BD,St Chad's Street,Comfort Inn,,,,,Comfort Inn,,,,,,,,Q1075788,en:Choice Hotels International,424386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Holiday Inn Express,hotel,POINT (-0.102055 51.506096),,103-109,,Southwark street,Holiday Inn Express,,,,,,+44 20 7401 2525,,,,https://www.hiexpress.com/,yes,,Q5880423,en:Holiday Inn Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paul O'Gorman Patient Hotel,hotel,POINT (-0.1211741 51.5214487),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
