note,geometry,amenity,wheelchair,source,name,fixme,addr:city,addr:housenumber,addr:street,operator,historic,website,nodes,addr:housename,addr:postcode,alt_name,branch,brand,brand:wikidata,brand:wikipedia,building,building:levels,building:levels:underground,description,fhrs:id,fhrs:local_authority_id,internet_access,internet_access:fee,internet_access:operator,internet_access:ssid,old_name,tourism,architect,bar,check_date,start_date,wikidata,wikipedia,atm,contact:facebook,contact:instagram,email,opening_hours,phone,smoking,stars,nohousenumber,fhrs:confidence_management,fhrs:hygiene,fhrs:rating,fhrs:structural,loc_name,postal_code,source:postcode,rooms,source:addr,building:material,roof:levels,building:colour,roof:colour,contact:email,contact:linkedin,contact:phone,contact:website,contact:youtube,name:fr,toilets:wheelchair,addr:country,fax,roof:material,roof:shape,name:en,name:ja,survey:date,name:fa,building:architecture,layer,name:zh,source:building,owner,he:inscription_date,heritage,heritage:operator,heritage:website,historic:amenity,historic:name,listed_status,ref:he,fhrs:authority,fhrs:inspectiondate,contact:fax,addr:county,addr:suburb,ref,cuisine,food,outdoor_seating,toilets,toilets:access,official_name,disused:name,disused:tourism,fhrs:name,source:addr:postcode,building:part,contact:twitter,source:rooms,roof:orientation,wheelchair:description,not:addr:postcode,opening_date,ref:GB:uprn,breakfast,source:addr:housenumber,accommodation,indoor_seating,height,air_conditioning,construction,not:brand:wikidata,swimming_pool,ways,type,name:es
,"POLYGON ((-0.4194444 51.468533, -0.4194376 51.4685437, -0.4194244 51.46855, -0.4193948 51.4685097, -0.4186816 51.4687284, -0.418517 51.4685129, -0.41862 51.4684824, -0.4183851 51.4681749, -0.4188349 51.4680497, -0.4189043 51.4681523, -0.4193957 51.468012, -0.4195015 51.4681566, -0.4192689 51.4682218, -0.4192882 51.4682508, -0.4193286 51.4683017, -0.4193353 51.4683254, -0.4193295 51.4683415, -0.4193162 51.4683581, -0.4193183 51.4683762, -0.4194444 51.468533))",,,,Hilton Garden Inn London Heathrow Airport,,London Borough of Hounslow,,"Eastern Perimeter Road, Hatton Cross",Hilton,,,"[1980982744, 2366295904, 2366295907, 2366295896, 1980982742, 1980982758, 1980982752, 1980982756, 1980982750, 1980982754, 1980982753, 1980982748, 1980982747, 2366295836, 2366295838, 2366295840, 2366295844, 2366295848, 2366295851, 1980982744]",,TW6 2SQ,,,Hilton Garden Inn,,,hotel,,,,,,wlan,,,,,hotel,,,,,Q19307691,,,https://www.facebook.com/hgiheathrow,,,,,no,4,,,,,,,,,364,,,,,,operations@hgiheathrow.com,,+44 20 8266 4664,https://www.hilton.com/en/hotels/lhrepgi-hilton-garden-inn-london-heathrow-airport/,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 8266 4665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1515463 51.5065251, -0.1515347 51.5064961, -0.151529 51.5064819, -0.1514835 51.5063685, -0.1514499 51.5063737, -0.1513933 51.5062208, -0.151459 51.5061945, -0.1515238 51.5061671, -0.1517364 51.5063621, -0.1517895 51.5064112, -0.1517994 51.5064203, -0.1518125 51.506451, -0.1518149 51.5064568, -0.1518051 51.5064763, -0.1517828 51.5064875, -0.1517367 51.5064945, -0.1517047 51.5064992, -0.1516737 51.5065039, -0.1515463 51.5065251))",,,Amaroussi's frequent visits for drinks,45 Park Lane,,London,45,Park Lane,Dorchester Collection,,,"[1990578173, 3485457762, 3485457760, 3485457746, 3485457747, 1990578177, 2688767652, 1990578174, 2688767651, 3485457750, 1990578176, 3485457757, 2654339269, 2654339270, 1990578175, 2667081991, 3485457763, 2667081992, 1990578173]",,W1K 1PN,,,,,,hotel,10,,,,,,,,,,hotel,,,,,,,,,,,,,,5,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1995378 51.5905956, -0.1992939 51.5905826, -0.1993504 51.590173, -0.1995944 51.590186, -0.1995378 51.5905956))",,limited,,Holiday Inn Express Golders Green,,,,,,,,"[2014023721, 2014023723, 2014023724, 2014023718, 2014023721]",,,,,Holiday Inn Express,Q5880423,en:Holiday Inn Express,hotel,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0332745 51.504539, -0.0332033 51.5045405, -0.033151 51.5045416, -0.0330489 51.5045437, -0.033046 51.5045023, -0.0330355 51.5043526, -0.0330585 51.504352, -0.0332207 51.5043477, -0.0332581 51.5043467, -0.0332745 51.504539))",,,,,,,,,,,,"[2048776322, 2048776327, 2048776319, 2048776308, 6568236528, 2048776323, 2048776340, 2048776313, 2048776318, 2048776322]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0332207 51.5043477, -0.033214 51.5042968, -0.0330532 51.5043029, -0.0330585 51.504352, -0.0332207 51.5043477))",,,,,,,,,,,,"[2048776313, 2048776321, 2048776339, 2048776340, 2048776313]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0335769 51.5041796, -0.0335869 51.5042827, -0.033214 51.5042968, -0.0330532 51.5043029, -0.0324712 51.504325, -0.0324611 51.504222, -0.0330588 51.5042, -0.0331198 51.5041972, -0.0335769 51.5041796))",,,,,,,,,,,,"[2048776335, 2048776336, 2048776321, 2048776339, 2048776341, 2048776331, 2048776328, 2048776326, 2048776335]",,,,,,,,hotel,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,,#D3BE78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0347159 51.5087246, 0.0347064 51.5086732, 0.0347542 51.5086673, 0.0347307 51.5085986, 0.034835 51.5085824, 0.0349193 51.5085542, 0.0349914 51.5085202, 0.0350453 51.5084904, 0.0351009 51.5084353, 0.0351531 51.5083801, 0.0351922 51.5083449, 0.0352165 51.5083231, 0.0352987 51.5083576, 0.035379 51.5083, 0.0354685 51.5082541, 0.0355571 51.5082259, 0.0356753 51.5081973, 0.0358083 51.5081767, 0.0359734 51.5081724, 0.036069 51.5081778, 0.0361142 51.5081832, 0.0360925 51.50824, 0.0360603 51.5082373, 0.0360386 51.5082995, 0.0359213 51.5082876, 0.0357779 51.5082995, 0.0356301 51.5083292, 0.0355259 51.5083698, 0.0354372 51.5084169, 0.0353521 51.5084937, 0.0352825 51.5085613, 0.0352261 51.5085386, 0.0351722 51.5085802, 0.035087 51.5086278, 0.0349575 51.5086749, 0.0348619 51.5087073, 0.034762 51.5087225, 0.0347159 51.5087246))",,,Bing,Aloft,,London,1,Eastern Gateway,,,,"[2052684768, 2052684761, 2052684759, 2052684755, 2052684753, 2052684748, 2052684743, 2052684739, 2052684737, 2052684733, 2052684728, 2052684724, 2052684730, 2052684722, 2052684715, 2052684709, 2052684707, 2052684702, 2052684699, 2052684703, 2052684705, 2052684713, 2052684711, 2052684721, 2052684716, 2052684718, 2052684726, 2052684731, 2052684735, 2052684741, 2052684750, 2052684746, 2052684752, 2052684757, 2052684762, 2052684764, 2052684766, 2052684768]",,E16 1FR,,,Aloft,Q4734166,,hotel,9,,,817849,,,,,,,hotel,,,,,,,,,,,,+44 20 3203 0700,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4309011 51.4816453, -0.4304659 51.4816327, -0.430475 51.4815108, -0.4306881 51.481517, -0.4307118 51.4811994, -0.4304229 51.481191, -0.4304488 51.4808434, -0.4310162 51.4808598, -0.4309981 51.4811035, -0.4309416 51.4811019, -0.4309011 51.4816453))",,,Bing,Ibis Heathrow Airport Hotel,,Hayes,112,Bath Road,Accor S.A.,,http://www.ibis.com/es/hotel-0794-ibis-london-heathrow-airport/index.shtml,"[2146313251, 2146313241, 2146313219, 2146313226, 2146313183, 2146313174, 2146313091, 2146313112, 2146313146, 2146313135, 2146313251]",,UB3 5AL,,,Ibis,Q920166,en:Ibis (hotel),hotel,,,,,,,,,,,hotel,,,,,,,,,,h0794@accor.com,,+44 20 8759 4888,,,,,,,,,,,,,,,,,,,,,,,,GB,+44 20 8564 7894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3029416 51.4910233, -0.3028719 51.4910132, -0.3028102 51.4909765, -0.3027807 51.4909331, -0.3027619 51.4908345, -0.3027968 51.4907577, -0.3028665 51.4907277, -0.3029685 51.4907226, -0.3030328 51.490746, -0.3030784 51.4907911, -0.3030945 51.4908379, -0.3030811 51.4909247, -0.3030489 51.4909815, -0.302998 51.4910216, -0.3029416 51.4910233))",,,,The Tower Hotel,,,,,,,,"[2148947475, 2148947474, 2148947480, 2148947468, 2148947472, 2148947479, 2148947469, 2148947471, 2148947477, 2148947476, 2148947470, 2148947481, 2148947478, 2148947473, 2148947475]",,,,,,,,hotel,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1432767 51.4929073, -0.1432097 51.4929725, -0.1426507 51.4932354, -0.1425123 51.4931311, -0.1426089 51.4930794, -0.1426437 51.4931102, -0.142743 51.493066, -0.1427349 51.4930585, -0.1428436 51.4930109, -0.1428382 51.493005, -0.1430407 51.4929099, -0.1430648 51.4929249, -0.1430823 51.4929115, -0.1429964 51.4928723, -0.1430662 51.492813, -0.1432767 51.4929073))",,,,,,,,,,,,"[2151161575, 2151161581, 2151161583, 2151161564, 2151161582, 2151161560, 2151161519, 2151161512, 2151161568, 2151161572, 2151161528, 2151161526, 2151161546, 2151161588, 2151161559, 2151161575]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1011664 51.50519, -0.10076 51.5051014, -0.1006434 51.5050864, -0.1006769 51.5049353, -0.1008204 51.5049628, -0.1010819 51.5050154, -0.1010712 51.5050396, -0.1012308 51.5050765, -0.1011664 51.50519))",,yes,,Premier Inn,,London,15a,Great Suffolk Street,,,,"[2174791664, 2174791659, 2174791666, 2174791663, 2174791657, 2174791669, 2174791670, 2174791668, 2174791664]",,SE1 0FL,,,Premier Inn,Q2108626,en:Premier Inn,hotel,7,,,776605,172972,wlan,customers,Virgin Media,Premier Inn Free Wi-Fi,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1001419 51.3493945, -0.0997029 51.3492291, -0.099601 51.3493338, -0.0999052 51.3494498, -0.0999876 51.3494806, -0.1000404 51.3495003, -0.1001419 51.3493945))",,,,Travelodge,,South Croydon,415,Brighton Road,,,,"[2187850206, 2187850191, 2187850168, 2187850203, 2187850159, 2187850177, 2187850206]",,CR2 6ES,,,Travelodge,Q9361374,en:Travelodge UK,hotel,,,,190059,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croydon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3667125 51.5487233, -0.3665109 51.548794, -0.36634 51.5486059, -0.3665416 51.5485351, -0.3667125 51.5487233))",,,,Travelodge,,Northolt,57-59,Mandeville Road,,,,"[2324749910, 2324749906, 2324749913, 2324749914, 2324749910]",The Harvester,UB5 4LU,,Travelodge Northolt,Travelodge,Q9361374,en:Travelodge UK,hotel,,,,1033009,PI000134779,wlan,customers,,Travelodge WiFi,,hotel,,,,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,GB,,,,,,,,,,,,,,,,,,,,,Ealing,,,Middlesex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0740119 51.5109559, -0.0740124 51.5109844, -0.0740314 51.5109841, -0.0740355 51.5109805, -0.0740406 51.5109773, -0.0740464 51.5109748, -0.0740529 51.5109729, -0.0740597 51.5109717, -0.0740668 51.5109712, -0.0740739 51.5109715, -0.0740809 51.5109726, -0.0740874 51.5109743, -0.0740934 51.5109767, -0.0740969 51.5109786, -0.0741013 51.5109818, -0.0741044 51.5109847, -0.0741068 51.5109879, -0.0741089 51.5109925, -0.0741096 51.5109956, -0.0741095 51.5109995, -0.0741085 51.5110034, -0.0741059 51.5110082, -0.0741018 51.5110127, -0.0740965 51.5110165, -0.0740981 51.5110173, -0.0741025 51.5110205, -0.0741056 51.5110234, -0.074108 51.5110266, -0.0741101 51.5110312, -0.0741107 51.5110343, -0.0741107 51.5110382, -0.0741097 51.5110421, -0.0741071 51.5110469, -0.074103 51.5110513, -0.0740983 51.5110547, -0.0740929 51.5110576, -0.0740867 51.5110598, -0.07408 51.5110613, -0.074073 51.5110622, -0.0740659 51.5110622, -0.0740588 51.5110615, -0.074052 51.5110601, -0.0740458 51.511058, -0.0740401 51.5110553, -0.0740353 51.511052, -0.0740341 51.5110508, -0.0739504 51.5110526, -0.0739506 51.5110712, -0.0730796 51.5110894, -0.0730788 51.5110715, -0.0729638 51.511074, -0.0729606 51.5109985, -0.0730748 51.510997, -0.0730732 51.5109726, -0.0740119 51.5109559))",,,,Travelodge,,London,1,Goodmans Yard,,,https://www.travelodge.co.uk/search_and_book/hotel_overview.php?hotel_id=391,"[2339296924, 2339296929, 2339296930, 9523727983, 9523727982, 2339296927, 9523727981, 9523727980, 9523727979, 9523727978, 2339296926, 9523727977, 9523727976, 2339296928, 9523727975, 9523727974, 9523727973, 9523727972, 2339296931, 9523727971, 2339296934, 9523727970, 9523727969, 2339296935, 9523727968, 9523727958, 9523727967, 2339296936, 9523727966, 9523727957, 9523727965, 2339296937, 9523727956, 2339296939, 9523727964, 9523727959, 9523727960, 2339296944, 9523727961, 2339296943, 9523727962, 9523727955, 9523727963, 9523727954, 2339296940, 2339296938, 2339296941, 2339296945, 2339296948, 2339296946, 2339296947, 2339296933, 2339296932, 2339296925, 2339296924]",Lloyds Court Business Centre,E1 8AT,,,Travelodge,Q9361374,en:Travelodge UK,hotel,,,,294605,,wlan,customers,,Travelodge WiFi,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1389501 51.5341306, -0.1389575 51.5340757, -0.1388118 51.5340687, -0.1388044 51.5341236, -0.1389501 51.5341306))",,,,,,,2,Hurdwick Place,,,,"[2344320122, 2344320118, 2344320116, 2344320121, 2344320122]",,,,,,,,hotel,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0041948 51.5369474, -0.0040125 51.5368544, -0.0038607 51.5367785, -0.0038425 51.5367926, -0.0035918 51.536984, -0.0038169 51.5370943, -0.003989 51.5369667, -0.0039962 51.5369701, -0.0041055 51.5370215, -0.0041948 51.5369474))",,,,Travelodge - Stratford,,London,1,Park Lane,,,,"[1601367987, 1601367980, 1244723939, 1601368002, 1244723941, 4967427395, 4967427394, 1601367985, 1244723920, 1601367987]",,E15 2JG,,,Travelodge,Q9361374,,hotel,11,,,864069,12/00153/FOOD,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1598312 51.5232532, -0.1598591 51.5233134, -0.1600104 51.5232863, -0.1601897 51.5232541, -0.1601617 51.5231939, -0.1599822 51.5232261, -0.1599533 51.5232313, -0.1599093 51.5232392, -0.1598312 51.5232532))",,,,,,,6,Dorset Square,,,,"[2418387472, 2418387475, 2418387474, 2434422004, 2418387470, 2418387471, 6430767127, 6430767125, 2418387472]",,,,,,,,hotel,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#967A66,#A0A4A6,,,,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1598591 51.5233134, -0.1598894 51.5233788, -0.1600418 51.5233514, -0.16022 51.5233194, -0.1601897 51.5232541, -0.1600104 51.5232863, -0.1598591 51.5233134))",,,,,,,7,Dorset Square,,,,"[2418387475, 2418387478, 2418387477, 2418387476, 2434422004, 2418387474, 2418387475]",,,,,,,,hotel,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#967A66,#A0A4A6,,,,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0563413 51.5472053, -0.0563905 51.5473439, -0.0564323 51.5474619, -0.0563357 51.54749, -0.0561708 51.5475721, -0.0560162 51.547506, -0.0557142 51.5473768, -0.0558744 51.5472245, -0.0562055 51.5472082, -0.0563059 51.5472051, -0.0563413 51.5472053))",,,,Travelodge,,London,7-19,Amhurst Road,,,https://www.travelodge.co.uk/hotels/597/London-Hackney-hotel,"[2481768958, 9252894941, 2481768983, 2481768961, 2481768985, 9178328864, 2481768968, 2481768962, 3236279645, 3236279643, 2481768958]",,E8 1LL,Travelodge London Hackney,London Hackney,Travelodge,Q9361374,en:Travelodge UK,hotel,7,,,1000239,185394,wlan,customers,,Travelodge WiFi,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,Hackney,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1244327 51.4810914, -0.124236 51.4811076, -0.12422 51.4810318, -0.124169 51.4810359, -0.1241607 51.4809967, -0.1242102 51.4809926, -0.1241196 51.4805656, -0.1241704 51.4805614, -0.1241644 51.4805334, -0.1241084 51.480538, -0.1241001 51.480499, -0.1242087 51.4804901, -0.1242818 51.4804841, -0.12429 51.4805225, -0.1242722 51.480524, -0.1242773 51.4805482, -0.1243146 51.4805451, -0.1243522 51.480722, -0.1244288 51.4807157, -0.1244589 51.4808579, -0.1243845 51.480864, -0.1244327 51.4810914))",,,,Comfort Inn Hotel,,,87,South Lambeth Road,,,,"[2497900422, 2497900424, 2497900425, 2497900426, 2497900428, 2497900429, 2497900431, 2497900432, 2497900434, 2497900436, 2497900438, 2497900440, 2497900442, 2497900443, 2497900444, 2497900445, 2497900446, 2497900447, 2497900449, 2497900451, 2497900452, 2497900422]",,SW8 1RN,,,,,,hotel,,,,484441,,,,,,,hotel,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lambeth,2010-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3168937 51.5823913, -0.3170214 51.5824835, -0.3170889 51.5824474, -0.3171483 51.5824902, -0.3171315 51.5824992, -0.3171493 51.5825121, -0.3170465 51.5825657, -0.3173497 51.582786, -0.3171531 51.5828863, -0.3169352 51.5827319, -0.3167524 51.5828297, -0.3165362 51.5826737, -0.3166207 51.5826285, -0.3165482 51.5825761, -0.3168937 51.5823913))",restaurant,,,Beefeater,,Harrow,,Kenton Road,Whitbread,,http://www.beefeatergrill.co.uk/beefeater/restaurants/london/travellers-rest.html,"[2510185083, 2510185085, 2510185084, 2510185086, 2510185087, 2510185088, 2510185089, 2510185096, 2510185105, 2510185094, 2510185101, 2510185091, 2510185090, 536045115, 2510185083]",The Travellers Rest,HA3 8AT,Travellers Rest,,Beefeater,Q4879766,en:Beefeater (restaurant),hotel,,,,276943,PI/000087682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,british,yes,yes,yes,customers,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3176602 51.5828893, -0.3175089 51.5827812, -0.3171654 51.5829669, -0.3173151 51.5830738, -0.317403 51.5830262, -0.3174291 51.5830449, -0.3173842 51.5830692, -0.3176066 51.583228, -0.3177777 51.5831355, -0.3175565 51.5829776, -0.317494 51.5830114, -0.3174683 51.5829931, -0.3176602 51.5828893))",,,Bing;survey,Premier Inn,,Harrow,,Kenton Road,,,,"[2512125337, 2512125335, 2512125342, 2512125358, 2512125351, 2512125352, 2512125355, 2512125368, 2512125363, 2512125345, 2512125348, 2512125346, 2512125337]",,HA3 8AT,,,Premier Inn,Q2108626,en:Premier Inn,hotel,,,,,,wlan,customers,Virgin Media,Premier Inn Free Wi-Fi,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1006762 51.4915288, -0.1004318 51.4916153, -0.100481 51.4916665, -0.1004354 51.4916879, -0.1004583 51.4917173, -0.1004708 51.4917289, -0.1007519 51.4916328, -0.1007611 51.4916192, -0.1006762 51.4915288))",,no,,Hampton Court Palace Hotel,,London,35,Hampton Street,,,hamptonhotellondon.com,"[2598266975, 2598266986, 2598267001, 2598267005, 2598267007, 2598267010, 2598266992, 2598266988, 2598266975]",,SE17 3AN,Hampton Inn,,Hampton,Q5646230,en:Hampton by Hilton,hotel,3,,,,,yes,no,,,,hotel,,,,,,,,,,,,+44 20 7703 0011,no,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hampton by Hilton,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.019067 51.5007477, -0.0198649 51.5008345, -0.0199234 51.5009007, -0.0197781 51.5013662, -0.0195151 51.5013344, -0.0196186 51.5010032, -0.0192821 51.5009608, -0.01902 51.500928, -0.019027 51.5009011, -0.019067 51.5007477))",,yes,,Hilton London Canary Wharf,,London,,Marsh Wall,Hilton Worldwide,,https://www.hilton.com/en/hotels/loncwhi-hilton-london-canary-wharf/,"[4460408786, 3620414914, 3620414913, 3620414912, 3660954838, 3660954837, 3620414915, 4460408783, 9403533160, 4460408786]",,E14 9SH,,,Hilton,Q598884,,hotel,,,,79321,,wlan,,,,,hotel,,,,,Q56008749,,,https://www.facebook.com/Hilton-Hotel-London-Canary-Wharf-155622831124887/?fref=ts,https://www.instagram.com/hiltoncanarywharf,loncw_hotel@hilton.com,,+44 20 3002 2300,no,4,,,,,,,,,282,,,,,,,,,,,,,,+44 20 3002 2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0697914 51.5164745, -0.0698073 51.5164984, -0.0698251 51.516525, -0.0699183 51.5166642, -0.0700097 51.516801, -0.0700165 51.5168111, -0.0700234 51.5168215, -0.069881 51.5168559, -0.069748 51.5168865, -0.0697357 51.5168672, -0.069677 51.5167756, -0.0697369 51.5167611, -0.0697083 51.5167166, -0.0696558 51.516635, -0.0696182 51.5165765, -0.0695856 51.5165258, -0.0696724 51.5165041, -0.0697914 51.5164745))",,no,,,,London,12-20,Osborn Street,,,,"[2727766833, 2727766865, 2727766862, 2727766860, 2727766854, 2727766868, 2727766837, 2727766870, 2727766838, 2727766856, 2727766840, 2727766841, 2727766858, 6004868897, 2727766863, 2727766843, 2727766836, 2727766833]",,E1 6TE,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,+44 20 7247 3313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbor City Hotel,hotel,,,,,,,,,,,,,,,,,,,,,,
Contains car park,"POLYGON ((-0.0291802 51.5069243, -0.0290188 51.5067228, -0.0287351 51.5068011, -0.0286566 51.5066967, -0.0289438 51.5066154, -0.0289229 51.5065877, -0.0288989 51.506556, -0.0286104 51.5066361, -0.0283843 51.5063276, -0.0286728 51.5062476, -0.0286244 51.5061877, -0.0284098 51.5062578, -0.0283562 51.5061911, -0.0281706 51.5062419, -0.0279539 51.5063012, -0.0280455 51.506405, -0.0284107 51.5068606, -0.02839 51.506867, -0.0284327 51.5069217, -0.0286055 51.507127, -0.0286466 51.5071678, -0.0289827 51.5070525, -0.0289398 51.5069991, -0.0291802 51.5069243))",,,,,,,,,,,,"[2727975165, 2727975161, 345875298, 345875297, 2727975159, 2727975157, 2013513696, 2013513686, 2013513693, 2013513703, 2013513684, 2013513704, 2013513689, 2727975149, 2013513695, 345875145, 345875149, 2727975162, 345875385, 345875391, 2727975166, 345875512, 345875513, 2727975165]",,,,,,,,hotel,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#AF9D89,,,,,,,,,,,grass,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0709519 51.5194049, -0.0712966 51.5193769, -0.0715181 51.5193702, -0.0717046 51.5193535, -0.0716814 51.5192284, -0.0716509 51.5192313, -0.0714777 51.5192619, -0.0714625 51.5192284, -0.071384 51.5192415, -0.0713538 51.5191733, -0.0712584 51.5191836, -0.0708937 51.519223, -0.0709519 51.5194049))",,,,hub by Premier Inn,,London,86,Brick Lane,Premier Inn,,https://www.premierinn.com/gb/en/hotels/england/greater-london/london/hub-london-spitalfields-brick-lane.html,"[2446546417, 2446546408, 2738107651, 2738107645, 9211979405, 2738086635, 2738086636, 2738086637, 2446546384, 2446546362, 2446546366, 2446546381, 2446546417]",,E1 6RL,,,Premier Inn,Q2108626,en:Premier Inn,hotel,,,,947320,197133,wlan,customers,Virgin Media,Premier Inn Free Wi-Fi,,hotel,,,,,,,,,,,,+44 871 527 9588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hub by Premier Inn Restaurant,FHRS Open Data,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1605327 51.499952, -0.1605083 51.499862, -0.1603334 51.499857, -0.1600883 51.499881, -0.1599477 51.4999149, -0.1599754 51.5000153, -0.1601391 51.5000227, -0.1603644 51.4999947, -0.1605327 51.499952))",,,,,,,,,,,,"[2967576602, 2967576596, 2967576595, 2967576597, 2967576600, 2967576605, 2967576606, 2967576604, 2967576602]",,,,,,,,hotel,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
